indice_tiempo_instruccion,fecha_zarpada,pais_zarpada_id,pais_zarpada_nombre,puerto_zarpada_nombre,puerto_zarpada_latitud,puerto_zarpada_longitud,indice_tiempo_arribo,pais_arribo_id,pais_arribo_nombre,puerto_arribo_nombre,puerto_arribo_latitud,puerto_arribo_longitud,dias_navegacion,dias_puerto,millas_nauticas
2000,2000-07-18,212,Estados Unidos de America,Shelburne,+43° 03´ 41´´ (N),-070° 43´ 04´´ (W),2000-07-19,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),1,4,124
2000,2000-07-23,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),2000-07-25,212,Estados Unidos de America,Portland,+43° 39´ 53´´ (N),-070° 14´ 44´´ (W),2,4,351
2000,2000-07-29,212,Estados Unidos de America,Portland,+43° 39´ 53´´ (N),-070° 14´ 44´´ (W),2000-08-16,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),18,7,3118
2000,2000-08-23,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),2000-08-24,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),1,4,185
2000,2000-08-28,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),2000-08-30,438,Republica Federal de Alemania,Bremerhaven,+53° 32´ 34´´ (N),+008° 34´ 31´´ (E),2,4,220
2000,2000-09-03,438,Republica Federal de Alemania,Bremerhaven,+53° 32´ 34´´ (N),+008° 34´ 31´´ (E),2000-09-06,426,Reino Unido de Gran Bretania e Irlanda del Norte,Southampton,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),3,5,492
2000,2000-09-11,426,Reino Unido de Gran Bretania e Irlanda del Norte,Southampton,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),2000-09-16,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),5,5,941
2000,2000-09-21,425,Republica Portuguesa,Lisboa,+38° 42´ 52´´ (N),-009° 09´ 40´´ (W),2000-09-24,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),3,4,536
2000,2000-09-28,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),2000-10-13,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),15,1,2765
2000,2000-10-14,203,Republica Federativa de Brasil,Recife,-08° 02´ 01´´ (S),-034° 52´ 29´´ (W),2000-10-20,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),6,6,1079
2000,2000-10-26,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2000-11-04,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),9,,1159
2001,2001-06-02,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2001-06-11,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),9,4,1184
2001,2001-06-15,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2001-06-26,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),11,14,3662
2001,2001-07-10,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),2001-07-13,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),3,4,528
2001,2001-07-17,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),2001-07-27,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),10,6,1509
2001,2001-08-02,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),2001-08-08,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),6,5,723
2001,2001-08-13,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),2001-08-31,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),18,3,2824
2001,2001-09-03,425,Republica Portuguesa,Funchal ,+32° 38´ 52´´ (N),-016° 54´ 38´´ (W),2001-09-11,410,Reino de Espania,Barcelona,+41 21´ 00´´ (N),+002° 10´ 00´´ (E),8,6,1211
2001,2001-09-17,410,Reino de Espania,Barcelona,+41° 21´ 00´´ (N),+002° 10´ 00´´ (E),2001-09-18,412,Republica Francesa,Marsella,+43° 17´ 32´´ (N),+005° 21´ 18´´ (E),1,6,185
2001,2001-09-24,412,Republica Francesa,Marsella,+43° 17´ 32´´ (N),+005° 21´ 18´´ (E),2001-09-26,417,Republica Italiana,La Spezia,+44° 05´ 53´´ (N),+009° 49´ 18´´ (E),2,8,291
2001,2001-10-04,417,Republica Italiana,La Spezia,+44° 05´ 53´´ (N),+009° 49´ 18´´ (E),2001-10-17,410,Reino de Espania,Santa Cruz de Tenerife,+28 29´ 02´´ (N),-016° 14´ 55´´ (W),13,5,1853
2001,2001-10-22,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),2001-11-12,203,Republica Federativa de Brasil,Santos,-23° 58´ 25´´ (S),-046° 19´ 14´´ (W),21,4,4077
2001,2001-11-16,203,Republica Federativa de Brasil,Santos,-23° 58´ 25´´ (S),-046° 19´ 14´´ (W),2001-11-24,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),8,,1028
2002,2002-05-22,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2002-05-29,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),7,4,1900
2002,2002-06-02,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),2002-06-18,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),16,8,3088
2002,2002-06-26,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),2002-07-01,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),5,5,1429
2002,2002-07-06,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),2002-07-24,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),18,8,6152
2002,2002-08-01,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),2002-08-04,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),3,6,512
2002,2002-08-10,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),2002-08-13,438,Republica federal de Alemania,Bremerhaven,+53° 32´ 34´´ (N),+008° 34´ 31´´ (E),3,4,354
2002,2002-08-17,438,Republica Federal de Alemania,Bremerhaven,+53° 32´ 34´´ (N),+008° 34´ 31´´ (E),2002-08-25,406,Reino de Belgica,Zeebgrugee ,+51° 20´ 13´´ (N),+003° 13´ 02´´ (E),8,1,322
2002,2002-08-26,406,Reino de Belgica,Zeebgrugee ,+51° 20´ 13´´ (N),+003° 13´ 02´´ (E),2002-08-26,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),0,4,108
2002,2002-08-30,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),2002-09-07,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),8,6,1355
2002,2002-09-13,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),2002-09-29,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),16,4,3116
2002,2002-10-03,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),2002-10-24,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),21,4,4055
2002,2002-10-28,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2002-11-02,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),5,2,930
2002,2002-11-04,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),2002-11-09,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),5,,823
2003,2003-05-24,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2003-05-29,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),5,2,880
2003,2003-05-31,200,Republica Argentina,Puerto Madryn,-42° 44´ 36´´ (S),-065° 03´ 19´´ (W),2003-06-05,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),5,3,920
2003,2003-06-08,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2003-06-18,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),10,4,1930
2003,2003-06-22,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2003-06-30,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),8,4,1309
2003,2003-07-04,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),2003-07-19,212,Estados Unidos de America,Mayport,+30° 19´ 29´´ (N),-081° 37´ 45´´ (W),15,4,2924
2003,2003-07-23,212,Estados Unidos de America,Mayport,+30° 19´ 29´´ (N),-081° 37´ 45´´ (W),2003-07-28,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),5,7,687
2003,2003-08-04,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),2003-08-25,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),21,4,3497
2003,2003-08-29,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),2003-08-30,406,Reino de Belgica,Zeebgrugge,+51° 20´ 13´´ (N),+003° 13´ 02´´ (E),1,9,214
2003,2003-09-08,406,Reino de Belgica,Zeebgrugge,+51° 20´ 13´´ (N),+003° 13´ 02´´ (E),2003-09-09,423,Paises Bajos,Rotterdam,+51° 54´ 15´´ (N),+004° 26´ 32´´ (E),1,6,110
2003,2003-09-15,423,Paises Bajos,Rotterdam,+51° 54´ 15´´ (N),+004° 26´ 32´´ (E),2003-09-18,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),3,7,553
2003,2003-09-25,412,Republica Francesa,Brest,+48° 23´ 12´´ (N),-004° 29´ 26´´ (W),2003-09-27,410,Reino de Espania,El Ferrol,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),2,11,360
2003,2003-10-08,410,Reino de Espania,El Ferrol,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),2003-10-10,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),2,3,1208
2003,2003-10-13,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),2003-11-03,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),21,4,3526
2003,2003-11-07,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2003-11-15,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),8,,1156
2007,2007-04-07,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2007-04-18,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),11,4,1879
2007,2007-04-22,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),2007-05-05,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),13,4,2924
2007,2007-05-09,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),2007-05-12,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),3,4,572
2007,2007-05-16,223,Estado Libre Asociado de Puerto Rico,Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),2007-05-23,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),7,4,1406
2007,2007-05-27,212,Estados Unidos de America,Baltimore,+39° 16´ 52´´ (N),-076° 35´ 44´´ (W),2007-05-31,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),4,3,955
2007,2007-06-03,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),2007-06-16,415,Republica de Irlanda,Galway,+53° 15´ 59´´ (N),-009° 03´ 19´´ (W),13,3,2253
2007,2007-06-19,415,Republica de Irlanda,Galway,+53° 15´ 59´´ (N),-009° 03´ 19´´ (W),2007-06-21,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),2,5,399
2007,2007-06-26,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),2007-06-30,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),4,4,821
2007,2007-07-04,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),2007-07-11,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),7,5,1458
2007,2007-07-16,410,Reino de Espania,Cadiz,+36° 31´ 21´´ (N),-006° 16´ 53´´ (W),2007-07-20,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),4,4,812
2007,2007-07-24,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),2007-07-28,417,Republica Italiana,Genova,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),4,3,230
2007,2007-07-31,417,Republica Italiana,Genova,+44° 24´ 52´´ (N),+008° 54´ 54´´ (E),2007-08-01,417,Republica Italiana,La Spezia,+44° 05´ 53´´ (N),+009° 49´ 18´´ (E),1,4,92
2007,2007-08-05,417,Republica Italiana,La Spezia,+44° 05´ 53´´ (N),+009° 49´ 18´´ (E),2007-08-16,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),11,5,2186
2007,2007-08-21,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),2007-08-24,422,Reino de Noruega,Oslo,+59° 54´ 16´´ (N),+010° 44´ 20´´ (E),3,4,670
2007,2007-08-28,422,Reino de Noruega,Oslo,+59° 54´ 16´´ (N),+010° 44´ 20´´ (E),2007-08-31,409,Reino de Dinamarca,Copenhague,+55° 40´ 17´´ (N),+012° 34´ 43´´ (E),3,4,300
2007,2007-09-04,409,Reino de Dinamarca,Copenhague,+55° 40´ 17´´ (N),+012° 34´ 43´´ (E),2007-09-08,406,Reino de Belgica,Amberes,+51° 12´ 08´´ (N),+004° 22´58´´ (E),4,4,760
2007,2007-09-12,406,Reino de Belgica,Amberes,+51° 12´ 08´´ (N),+004° 22´58´´  (E),2007-09-28,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),16,5,3352
2007,2007-10-03,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),2007-10-06,212,Estados Unidos de America,Norfolk,+36° 51´ 09´´ (N),-076° 20´ 14´´ (W),3,4,597
2007,2007-10-10,212,Estados Unidos de America,Norfolk,+36° 51´ 09´´ (N),-076° 20´ 14´´ (W),2007-10-18,209,Republica Dominicana,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),8,4,1748
2007,2007-10-22,209,Republica Dominicana,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),2007-11-01,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),10,3,1698
2007,2007-11-04,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),2007-11-12,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),8,4,1332
2007,2007-11-16,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2007-11-23,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),7,4,1646
2007,2007-11-27,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2007-12-03,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),6,3,1441
2007,2007-12-06,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2007-12-12,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),6,,142
2008,2008-04-05,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2008-04-26,159,Republica de Sudafrica,Cape Town,-33° 56´ 44´´ (S),+018° 25´ 51´´ (E),21,6,3949
2008,2008-05-02,159,Republica de Sudafrica,Cape Town,-33° 56´ 44´´ (S),+018° 25´ 51´´ (E),2008-05-04,128,Isla Mauricio,Port Louis,-20° 08´ 37´´ (S),+057° 30´ 58´´ (E),2,14,2360
2008,2008-05-18,128,Isla Mauricio,Port Louis,-20° 08´ 37´´ (S),+057° 30´ 58´´ (E),2008-05-24,152,Republica de las Seychelles,Port Victoria,-04° 37´ 00´´ (S),+055° 28´ 00´´ (E),6,4,1008
2008,2008-05-28,152,Republica de las Seychelles,Port Victoria,-04° 37´ 00´´ (S),+055° 28´ 00´´ (E),2008-06-06,315,Republica de la India,Bombay,+18° 56´ 04´´ (N),+072° 49´ 32´´ (E),9,7,1859
2008,2008-06-13,315,Republica de la India,Bombay,+18° 56´ 04´´ (N),+072° 49´ 32´´ (E),2008-06-26,326,Malasia,Port Klang,+03° 00´ 12´´ (N),+101° 22´ 57´´ (E),13,4,2346
2008,2008-06-30,326,Malasia,Port Klang,+03° 00´ 12´´ (N),+101° 22´ 57´´ (E),2008-07-08,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),8,4,1557
2008,2008-07-12,312,Republica de Filipinas,Manila,+14° 37´ 52´´ (N),+120° 58´ 19´´ (E),2008-07-21,310,Republica Popular China,Shangai,+31° 24´ 00´´ (N),+121° 29´ 49´´ (E),9,4,1824
2008,2008-07-25,310,Republica Popular China,Shangai,+31° 24´ 00´´ (N),+121° 29´ 49´´ (E),2008-07-28,309,Republica de Corea,Busan,+35° 05´ 53´´ (N),+129° 02´ 08´´ (E),3,4,522
2008,2008-08-01,309,Republica de Corea,Busan,+35° 05´ 53´´ (N),+129° 02´ 08´´ (E),2008-08-05,320,Estado de Japon,Yokohama,+35° 27´ 27´´ (N),+139° 38´ 4´´ (E),4,6,880
2008,2008-08-11,320,Estado de Japon,Yokohama,+35° 27´ 27´´ (N),+139° 38´ 04´´ (E),2008-08-18,212,Estados Unidos de America,Guam,+13° 24´ 34´´ (N),+144° 40´ 04´´ (E),7,5,1396
2008,2008-08-23,212,Estados Unidos de America,Guam,+13° 22´ 34´´ (N),+144° 39´ 25´´ (E),2008-09-06,540,Republica de Francia - Nueva Caledonia,Numea,-22° 18´ 16´´ (S),+166° 25´ 54´´ (E),14,4,2702
2008,2008-09-10,540,Republica de Francia - Nueva Caledonia,Numea,-22° 18´ 16´´ (S),+166° 25´ 54´´ (E),2008-09-16,501,Mancomunidad de Australia,Sydney,-33° 52´ 10´´ (S),+151° 10´ 58´´ (E),6,6,1160
2008,2008-09-22,501,Mancomunidad de Australia,Sydney,-33° 52´ 10´´ (S),+151° 10´ 58´´ (E),2008-09-29,554,Nueva Zelanda,Wellington,-41° 15´ 17´´ (S),+174° 46´ 23´´ (E),7,6,1286
2008,2008-10-05,554,Nueva Zelanda,Wellington,-41° 15´ 17´´ (S),+174° 46´ 23´´ (E),2008-11-08,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),34,6,5520
2008,2008-11-14,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2008-11-22,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),8,2,1549
2008,2008-11-24,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),2008-12-01,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),7,3,1404
2008,2008-12-04,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2008-12-06,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2,,130
2009,2009-04-12,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2009-04-23,203,Republica Federativa del Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),11,4,1938
2009,2009-04-27,203,Republica Federativa de Brasil,Salvador de Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),2009-05-13,,Islas Canarias,Santa Cruz de Tenerife,+28 29´ 02´´ (N),-016° 14´ 55´´ (W),16,5,3006
2009,2009-05-18,,Islas Canarias,Santa Cruz de Tenerife,+28° 29´ 02´´  (N),-016° 14´ 55´´ (W),2009-05-24,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),6,7,1055
2009,2009-05-31,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),2009-06-05,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),5,7,832
2009,2009-06-12,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),2009-06-12,423,Paises Bajos,Rotterdam,+51° 54´ 15´´ (N),+004° 26´ 32´´ (E),0,0,76
2009,2009-06-12,423,Paises Bajos,Rotterdam,+51° 54´ 15´´ (N),+004° 26´ 32´´ (E),2009-06-16,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),4,5,714
2009,2009-06-21,415,Republica de Irlanda,Dublin,+53° 20´ 36´´ (N),-006° 13´ 35´´ (W),2009-07-07,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),16,6,2995
2009,2009-07-13,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),2009-07-23,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),10,3,1785
2009,2009-07-26,209,Republica Dominicana,Santo Domingo,+18° 28´ 17´´ (N),-069° 52´ 29´´ (W),2009-08-08,203,Republica Federativa del Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),13,3,2399
2009,2009-08-11,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),2009-08-26,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),15,2,2610
2009,2009-08-28,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2009-08-29,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1,,138
2010,2010-01-23,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2010-01-31,203,Republica Federativa del Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),8,7,1268
2010,2010-02-07,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),2010-02-16,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),9,10,1299
2010,2010-02-26,200,Republica Argentina,Mar del Plata,-38° 01´ 59´´ (S),-057° 31´ 59´´ (W),2010-03-01,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),3,2,245
2010,2010-03-03,225,Republica Oriental del Uruguay,Montevideo,-34° 54´ 24´´ (S),-056° 11´ 45´´ (W),2010-03-03,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),0,6,137
2010,2010-03-09,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),2010-03-19,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),10,4,1728
2010,2010-03-23,200,Republica Argentina,Ushuaia,-54° 47´ 17´´ (S),-068° 17´ 40´´ (W),2010-03-27,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),4,4,521
2010,2010-03-31,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),2010-04-13,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),13,5,1658
2010,2010-04-18,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),2010-04-21,208,Republica de Chile,Antofagasta,-23° 39´ 25´´ (S),-070° 23´ 51´´ (W),3,2,606
2010,2010-04-23,208,Republica de Chile,Antofagasta,-23° 39´ 25´´ (S),-070° 23´ 51´´ (W),2010-04-28,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),5,4,606
2010,2010-05-02,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),2010-05-06,210,Republica de Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),4,5,873
2010,2010-05-11,210,Republica de Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),2010-05-19,205,Republica de Colombia,Cartagena de Indias,+10° 24´ 09´´ (N),-075° 31´ 12´´ (W),8,4,724
