indice_tiempo_instruccion,fecha_zarpada,pais_zarpada_id,pais_zarpada_nombre,puerto_zarpada_nombre,puerto_zarpada_latitud,puerto_zarpada_longitud,indice_tiempo_arribo,pais_arribo_id,pais_arribo_nombre,puerto_arribo_nombre,puerto_arribo_latitud,puerto_arribo_longitud,dias_navegacion,dias_puerto,millas_nauticas
1970,1970-06-27,320,Estado de Japon,Osaka,+34° 39´ 00´´ (N),+135° 26´ 59´´ (E),1970-06-29,320,Estado de Japon,Tokio,+35° 38´ 56´´ (N),+139° 47´ 29´´ (E),2,8,353
1970,1970-07-07,320,Estado de Japon,Tokio,+35° 38´ 56´´ (N),+139° 47´ 29´´ (E),1970-07-18,212,Estados Unidos de America,Midway,+28° 12´ 43´´ (N),-177° 22´ 03´´ (W),11,4,2281
1970,1970-07-22,212,Estados Unidos de America,Midway,+28° 12´ 43´´ (N),-177° 22´ 03´´ (W),1970-07-28,212,Estados Unidos de America,Honolulu,+21° 17´ 55´´ (N),-157° 51´ 58´´ (W),6,11,1996
1970,1970-08-08,212,Estados Unidos de America,Honolulu,+21° 17´ 55´´ (N),-157° 51´ 58´´ (W),1970-08-20,212,Estados Unidos de America,San Francisco,+37° 48´ 29´´ (N),-122° 24´ 36´´ (W),12,11,2170
1970,1970-08-31,212,Estados Unidos de America,San Francisco,+37° 48´ 29´´ (N),-122° 24´ 36´´ (W),1970-09-06,218,Estados Unidos Mexicanos,Acapulco,+16° 50´ 54´´ (N),-099° 55´ 04´´ (W),6,11,1845
1970,1970-09-17,218,Estados Unidos Mexicanos,Acapulco,+16° 50´ 54´´ (N),-099° 55´ 04´´ (W),1970-09-25,210,Republica de Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),8,4,1780
1970,1970-09-29,210,Republica de Ecuador,Guayaquil,-02° 14´ 25´´ (S),-079° 52´ 53´´ (W),1970-10-02,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),3,7,700
1970,1970-10-09,222,Republica de Peru,El Callao,-12° 03´ 13´´ (S),-077° 07´ 16´´ (W),1970-10-16,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),7,5,1307
1970,1970-10-21,208,Republica de Chile,Valparaiso,-33° 03´ 01´´ (S),-071° 38´ 20´´ (W),1970-10-28,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),7,2,1536
1970,1970-10-30,208,Republica de Chile,Punta Arenas,-53° 06´ 06´´ (S),-070° 56´ 28´´ (W),1970-11-07,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),8,,1532
1973,1973-07-24,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1973-08-17,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),24,5,4870
1973,1973-08-22,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),1973-08-25,217,Jamaica,Kingston,+17° 59´ 23´´ (N),-076° 49´ 25´´ (W),3,4,732
1973,1973-08-29,217,Jamaica,Kingston,+17° 59´ 23´´ (N),-076° 49´ 25´´ (W),1973-09-02,207,Republica de Cuba,La Habana,+23° 08´ 14´´ (N),-082° 23´ 48´´ (W),5,3,834
1973,1973-09-05,207,Republica de Cuba,La Habana,+23° 08´ 14´´ (N),-082° 23´ 48´´ (W),1973-09-11,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),6,6,1342
1973,1973-09-17,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),1973-09-21,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),5,4,674
1973,1973-09-25,204,Canada,Halifax,+44° 37´ 32´´ (N),-063° 34´ 25´´ (W),1973-10-10,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),15,6,2913
1973,1973-10-16,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),1973-10-19,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),3,5,451
1973,1973-10-24,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),1973-11-02,410,Reino de Espania,Malaga,+36° 42´ 38´´ (N),-004° 25´ 29´´ (W),9,8,1723
1973,1973-11-10,410,Reino de Espania,Malaga,+36° 42´ 38´´ (N),-004° 25´ 29´´ (W),1973-11-13,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),3,8,692
1973,1973-11-21,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),1973-11-23,417,Republica Italiana,Civitavecchia,+42° 05´ 47´´ (N),+011° 47´ 14´´ (E),2,7,303
1973,1973-11-30,417,Republica Italiana,Civitavecchia,+42° 05´ 47´´ (N),+011° 47´ 14´´ (E),1973-12-03,410,Reino de Espania,Palma de Mallorca,+33° 33´ 02´´ (N),+002° 37´ 29´´ (E),3,4,469
1973,1973-12-07,410,Reino de Espania,Palma de Mallorca,+33° 33´ 02´´ (N),+002° 37´ 29´´ (E),1973-12-17,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),10,3,2044
1973,1973-12-20,134,Republica de Senegal,Dakar,+14° 40´ 56´´ (N),-017° 26´ 26´´ (W),1973-12-29,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),9,6,2101
1973,1974-01-04,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1974-01-14,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),10,,1908
1974,1974-08-02,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1974-08-22,201,Barbados,Bridgetown,+13° 04´ 59´´ (N),-059° 36´ 00´´ (W),20,6,4372
1974,1974-08-28,201,Barbados,Bridgetown,+13° 04´ 59´´ (N),-059° 36´ 00´´ (W),1974-09-05,206,Republica de Costa Rica,Puerto Limon,+09° 59´ 48´´ (N),-083° 02´ 09´´ (W),8,6,1452
1974,1974-09-11,206,Republica de Costa Rica,Puerto Limon,+09° 59´ 48´´ (N),-083° 02´ 09´´ (W),1974-09-23,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),12,7,2456
1974,1974-09-30,212,Estados Unidos de America,Boston,+42° 21´ 00´´ (N),-071° 04´ 59´´ (W),1974-10-17,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),17,7,3190
1974,1974-10-24,426,Reino Unido de Gran Bretania e Irlanda del Norte,Londres,+51° 30´ 27´´ (N),-000° 07´ 20´´ (W),1974-10-26,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),2,6,254
1974,1974-11-01,423,Paises Bajos,Amsterdam,+52° 22´ 31´´ (N),+004° 54´ 14´´ (E),1974-11-03,412,Republica Francesa,Le Havre,+49° 29´ 09´´ (N),+000° 06´ 25´´ (E),2,8,293
1974,1974-11-11,412,Republica Francesa,Le Havre,+49° 29´ 09´´ (N),+000° 06´ 25´´ (E),1974-11-20,410,Reino de Espania,Valencia,+39° 27´ 03´´ (N),-000° 19´ 48´´ (W),9,8,1730
1974,1974-11-28,410,Reino de Espania,Valencia,+39° 27´ 03´´ (N),-000° 19´ 48´´ (W),1974-12-02,417,Republica Italiana,Napoles,+40° 50´ 35´´ (N),+014° 15´ 36´´ (E),4,8,807
1974,1974-12-10,417,Republica Italiana,Napoles,+40° 50´ 35´´ (N),+014° 15´ 36´´ (E),1974-12-14,102,Republica Argelina Democratica y Popular,Argel,+36° 47´ 09´´ (N),+003° 03´ 54´´ (E),4,3,574
1974,1974-12-17,102,Republica Argelina Democratica y Popular,Argel,+36° 47´ 09´´ (N),+003° 03´ 54´´ (E),1974-12-23,410,Reino de Espania,Las Palmas de Gran Canaria ,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),6,5,1159
1974,1974-12-28,410,Reino de Espania,Las Palmas de Gran Canaria,+28° 07´ 43´´ (N),-015° 25´ 49´´ (W),1975-01-14,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),17,7,3168
1974,1975-01-21,203,Republica Federativa de Brasil,Rio de Janeiro,-22° 54´ 00´´ (S),-043° 12´ 00´´ (W),1975-01-29,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),8,,1164
1975,1975-06-25,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1975-07-07,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),12,3,2387
1975,1975-07-10,203,Republica Federativa de Brasil,Salvador Bahia,-12° 58´ 16´´ (S),-038° 30´ 05´´ (W),1975-07-24,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),14,4,3081
1975,1975-07-28,226,Republica Bolivariana de Venezuela,La Guaira,+10° 36´ 00´´ (N),-066° 55´ 59´´ (W),1975-07-31,223,Estado Libre Asociado de Puerto Rico, Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),3,4,635
1975,1975-08-04,223,Estado Libre Asociado de Puerto Rico, Municipio Autonomo de San Juan,+18° 27´ 27´´ (N),-066° 12´ 32´´ (W),1975-08-12,212,Estados Unidos de America,New London,+41° 19´ 59´´ (N),-071° 55´ 00´´ (W),8,6,1555
1975,1975-08-18,212,Estados Unidos de America,New London,+41° 19´ 59´´ (N),-071° 55´ 00´´ (W),1975-09-03,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),16,5,3177
1975,1975-09-08,426,Reino Unido de Gran Bretania e Irlanda del Norte,Portsmouth,+50° 53´ 38´´ (N),-001° 22´ 31´´ (W),1975-09-11,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),3,5,532
1975,1975-09-16,438,Republica Federal de Alemania,Hamburgo,+53° 32´ 51´´ (N),+009° 58´ 09´´ (E),1975-09-19,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),3,8,452
1975,1975-09-27,412,Republica Francesa,Boulogne Sur Mer,+50° 43´ 48´´ (N),+001° 35´ 37´´ (E),1975-10-01,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),4,6,669
1975,1975-10-07,410,Reino de Espania,La Corunia,+43° 28´ 08´´ (N),-008° 16´ 00´´ (W),1975-10-15,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),8,5,1484
1975,1975-10-20,412,Republica Francesa,Toulon,+43° 07´ 00´´ (N),+005° 56´ 00´´ (E),1975-10-22,417,Republica Italiana,Civitavecchia,+42° 05´ 47´´ (N),+011° 47´ 14´´ (E),2,6,317
1975,1975-10-28,417,Republica Italiana,Civitavecchia,+42° 05´ 47´´ (N),+011° 47´ 14´´ (E),1975-10-31,410,Reino de Espania,Palma de Mallorca,+33° 33´ 02´´ (N),+002° 37´ 29´´ (E),3,5,514
1975,1975-11-05,410,Reino de Espania,Palma de Mallorca,+33° 33´ 02´´ (N),+002° 37´ 29´´ (E),1975-11-12,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),7,5,1338
1975,1975-11-17,410,Reino de Espania,Santa Cruz de Tenerife,+28° 29´ 02´´ (N),-016° 14´ 55´´ (W),1975-12-05,203,Republica Federativa de Brasil,Santos,-23° 58´ 25´´ (S),-046° 19´ 14´´ (W),18,5,3852
1975,1975-12-10,203,Republica Federativa de Brasil,Santos,-23° 58´ 25´´ (S),-046° 19´ 14´´ (W),1975-12-18,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),8,,1020
1976,1976-05-15,200,Republica Argentina,Buenos Aires,-34° 35´ 40´´ (S),-058° 21´ 59´´ (W),1976-05-31,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),16,4,2953
1976,1976-06-04,203,Republica Federativa de Brasil,Fortaleza,-03° 43´ 51´´ (S),-038° 36´ 51´´ (W),1976-06-16,663,Bermuda,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),12,4,2788
1976,1976-06-20,663,Bermudas,Hamilton,+32° 16´ 59´´ (N),-064° 46´ 00´´ (W),1976-06-30,212,Estados Unidos de America,Newport,+41° 28´ 55´´ (N),-071° 18´ 52´´ (W),10,1,695
1976,1976-07-01,212,Estados Unidos de America,Newport,+41° 28´ 55´´ (N),-071° 18´ 52´´ (W),1976-07-04,212,Estados Unidos de America,New York,+40° 42´ 19´´ (N),-074° 01´ 03´´ (W),3,6,211
